0.2507093	0.2691705	0.2246407	0.1719747	0.1489195	0.1645210	0.2125569	0.2676319	0.3634261	0.4109809	0.4414874	0.4046953	0.3760718	0.3008952	0.2886007	0.2734591	0.2617204	0.2386284	0.2654317	0.2519914	0.2215892	0.2298604	0.2253216	0.2251323	0.2124994	0.1677166	0.1707465	0.1480142	0.1419780	0.1331059	0.1199348	0.1064905	0.0974573	0.0978524	0.1090543	0.0999010	0.0882783	0.0788405	0.0692418	0.0780854	0.0478096	0.0609855	0.0517557	0.0397950	0.0329587	0.0279375	0.0325592	0.0389757	0.0379282	0.0326498	0.0192779	0.0226736	0.0069024	0.0091076	0.0212137	0.0193951	0.0289387	0.0171376	0.0275564	0.0189358	0.0069218
0.2751742	0.4577088	0.7985454	1.0778725	1.1454443	1.0047510	0.7655855	0.5853604	0.5584760	0.6792663	0.8431590	0.9485434	0.8450128	0.6665515	0.5801132	0.5558317	0.5523953	0.6161636	0.7096688	0.7219707	0.6245635	0.5894704	0.5608150	0.5162491	0.4594062	0.4243522	0.4295125	0.4231932	0.3592309	0.3336179	0.2786644	0.2186870	0.1806889	0.2057920	0.1787261	0.1827144	0.1565878	0.1465552	0.1126196	0.1262368	0.1100722	0.1008764	0.0745997	0.0782645	0.0530551	0.0554538	0.0512391	0.0469924	0.0486021	0.0522675	0.0259758	0.0232562	0.0273060	0.0239195	0.0268884	0.0286313	0.0257313	0.0188595	0.0185039	0.0094106	0.0051884
0.3183093	0.3054641	0.2631818	0.2107105	0.1627107	0.1980879	0.3323173	0.4792286	0.5903500	0.5826191	0.4967412	0.4243890	0.3428434	0.2662475	0.2836891	0.3312457	0.3547931	0.3588346	0.3452116	0.2903695	0.2218899	0.2071353	0.1859315	0.1750150	0.1702320	0.1727855	0.1754645	0.1817048	0.1648768	0.1611228	0.1460229	0.1115250	0.0982488	0.0828787	0.0768959	0.0752913	0.0676885	0.0733572	0.0756627	0.0861164	0.0724104	0.0506283	0.0495829	0.0309477	0.0391582	0.0375000	0.0200688	0.0371080	0.0280540	0.0388534	0.0239210	0.0160037	0.0125706	0.0026758	0.0108304	0.0228092	0.0119751	0.0082662	0.0114208	0.0070768	0.0042630
0.2063635	0.2530149	0.2390364	0.1689451	0.1126669	0.1034554	0.1008863	0.1303474	0.1836269	0.2300954	0.2326770	0.2454147	0.2212084	0.2106344	0.1644106	0.1633037	0.1499339	0.1351399	0.1498089	0.1461504	0.1411733	0.1377641	0.1494503	0.1341454	0.1135777	0.0931550	0.0968843	0.1137684	0.0940950	0.1184711	0.0876318	0.0875396	0.0809399	0.0835084	0.0616652	0.0651544	0.0677055	0.0672327	0.0529413	0.0502066	0.0491329	0.0478037	0.0254410	0.0318479	0.0236931	0.0259536	0.0143100	0.0110403	0.0102787	0.0190871	0.0156711	0.0146657	0.0069460	0.0048529	0.0114752	0.0111161	0.0136120	0.0000114	0.0070543	-0.0036264	-0.0079958
0.2653733	0.2695568	0.2627240	0.2576271	0.3197913	0.4088728	0.4415399	0.4617756	0.4604138	0.4199477	0.3934249	0.3482493	0.3601763	0.3609055	0.3953030	0.4542767	0.4461380	0.4039846	0.3475112	0.3012848	0.2444371	0.2340113	0.2403810	0.2558159	0.2522230	0.2271835	0.1906140	0.1544876	0.1193559	0.1155854	0.0992045	0.1187102	0.1265499	0.1413016	0.1373468	0.1212612	0.1186296	0.1115015	0.0960061	0.0804166	0.0761918	0.0657404	0.0604272	0.0556749	0.0482785	0.0471727	0.0402597	0.0511435	0.0470065	0.0396090	0.0249195	0.0135933	0.0213562	0.0125020	0.0154356	0.0181661	0.0226846	0.0098878	0.0130777	0.0059068	0.0083769
0.2215666	0.2869916	0.2845675	0.2443872	0.1839911	0.1379711	0.1252361	0.1858225	0.2781079	0.3794040	0.4823291	0.5655775	0.5821088	0.5223773	0.4354430	0.4216452	0.3733568	0.2881822	0.2852820	0.2721573	0.2415146	0.2537317	0.2591209	0.2622449	0.2103045	0.1951538	0.1619680	0.1392673	0.1463902	0.1263682	0.1155089	0.1080011	0.0873201	0.0935498	0.0904323	0.0816408	0.0716437	0.0661039	0.0505207	0.0406715	0.0472534	0.0313484	0.0326503	0.0264620	0.0287819	0.0189649	0.0370579	0.0322818	0.0264887	0.0202668	0.0059863	0.0154775	0.0157439	0.0128178	-0.0014751	0.0121182	0.0169042	0.0167311	0.0136744	0.0073340	0.0111197
0.2219382	0.2083035	0.1868451	0.2231420	0.3573211	0.5691863	0.7078019	0.7521285	0.7606848	0.6525796	0.5169516	0.4647450	0.4834349	0.5292444	0.5621694	0.5925297	0.5276294	0.4638841	0.3963948	0.3501537	0.3016053	0.2789287	0.3066507	0.3363351	0.3228642	0.3025454	0.2707617	0.2378239	0.2083675	0.1730816	0.1468400	0.1306282	0.1208316	0.1179332	0.1087827	0.0964515	0.1053165	0.1064331	0.0821164	0.0728107	0.0708065	0.0622069	0.0330895	0.0451173	0.0358550	0.0198491	0.0361723	0.0394449	0.0347848	0.0425036	0.0259810	0.0201581	0.0143382	0.0156148	0.0092167	0.0169832	0.0253150	0.0086382	0.0109261	0.0141957	0.0037588
0.2633003	0.2769854	0.2745369	0.2529605	0.2048686	0.1754814	0.1851706	0.2174817	0.2646266	0.2778847	0.2617405	0.2531373	0.2130896	0.1848517	0.1819051	0.1988954	0.1936704	0.2001783	0.2028531	0.1882310	0.1466008	0.1356782	0.1308663	0.1166319	0.0999781	0.0982173	0.0971084	0.0910210	0.0933933	0.0926929	0.0904254	0.1051829	0.0943989	0.0836234	0.0873640	0.0651087	0.0683338	0.0773156	0.0560765	0.0580108	0.0535539	0.0556196	0.0439710	0.0287310	0.0273792	0.0294299	0.0180172	0.0150063	0.0124957	0.0239305	0.0287992	0.0213360	0.0153927	0.0101011	0.0105483	0.0157209	0.0069779	0.0186317	0.0104703	0.0061930	0.0121015
0.2584877	0.2800839	0.2668235	0.3130504	0.3983123	0.5096640	0.6264899	0.7550099	0.8982604	0.9640340	0.8498197	0.7362027	0.6091551	0.5068623	0.4214645	0.4226274	0.4334314	0.4364531	0.4295942	0.3974548	0.3585464	0.3153894	0.2873030	0.2706195	0.2343070	0.1959305	0.1958282	0.1777276	0.1590147	0.1530186	0.1540516	0.1225974	0.1213271	0.1169885	0.1089826	0.1172920	0.1143418	0.1141909	0.1059499	0.1166831	0.1108761	0.0890181	0.0743184	0.0560148	0.0501223	0.0611601	0.0563942	0.0624811	0.0521049	0.0679342	0.0397891	0.0368426	0.0312068	0.0337737	0.0191454	0.0249974	0.0217425	0.0075089	0.0115238	0.0131429	0.0067735
0.0327515	0.0967688	0.2199252	0.3543936	0.4350342	0.4643182	0.4102900	0.3570301	0.3805650	0.4345392	0.4147937	0.4306631	0.4317631	0.4102799	0.3557577	0.3331263	0.2648466	0.2500584	0.2210437	0.1991866	0.2055986	0.2171844	0.2238953	0.1890736	0.1866221	0.1722153	0.1608885	0.1670502	0.1528271	0.1473321	0.1361275	0.1360184	0.1180365	0.1199396	0.1179216	0.0946080	0.0764122	0.0633592	0.0707291	0.0588725	0.0618324	0.0510639	0.0390421	0.0417071	0.0324730	0.0212864	0.0281532	0.0217568	0.0308734	0.0337505	0.0133146	0.0274565	0.0299535	0.0233200	0.0282401	0.0266701	0.0234548	0.0172584	0.0118160	0.0021893	0.0137695
